sku,name,base_image,small_image,thumbnail_image,additional_images,store_view_code,attribute_set_code,product_type,categories,product_websites,description,tax_class_name,visibility,price,url_key,meta_title,qty
Razer Blade 15 Base,Razer Blade 15 Base,Blade15_Base_2018_00.jpg,Blade15_Base_2018_00.jpg,Blade15_Base_2018_00.jpg,Blade15_Base_2018_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,Razer Blade 15 Base,Taxable Goods,"Catalog, Search",1198.58,Blade15_Base_2018_00.,Razer Blade 15 Base,23
Razer Book 13,Razer Book 13,RZBook_00.jpg,RZBook_00.jpg,RZBook_00.jpg,RZBook_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,Razer Book 13,Taxable Goods,"Catalog, Search",1394.78,RZBook_00.,Razer Book 13,29
LG Gram 13,LG Gram 13,gram13_00.jpg,gram13_00.jpg,gram13_00.jpg,gram13_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/LG",base,LG Gram 13,Taxable Goods,"Catalog, Search",827.97,gram13_00.,LG Gram 13,20
Surface Pro 6,Surface Pro 6,surfacepro6-0.jpg,surfacepro6-0.jpg,surfacepro6-0.jpg,surfacepro6-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Microsoft",base,Surface Pro 6,Taxable Goods,"Catalog, Search",740.77,surfacepro6-0.,Surface Pro 6,29
Razer Blade 15 Base Edition (Quartz Pink),Razer Blade 15 Base Edition (Quartz Pink),razer-blade-15-base-edition-quartz-pink.jpg,razer-blade-15-base-edition-quartz-pink.jpg,razer-blade-15-base-edition-quartz-pink.jpg,razer-blade-15-base-edition-quartz-pink.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,Razer Blade 15 Base Edition (Quartz Pink),Taxable Goods,"Catalog, Search",1917.99,razer-blade-15-base-edition-quartz-pink.,Razer Blade 15 Base Edition (Quartz Pink),35
LG Gram 14'' 2021,LG Gram 14'' 2021,gram14-21-white-0.jpg,gram14-21-white-0.jpg,gram14-21-white-0.jpg,gram14-21-white-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/LG",base,LG Gram 14'' 2021,Taxable Goods,"Catalog, Search",1338.54,gram14-21-white-0.,LG Gram 14'' 2021,23
"Surface Laptop 2 13.5""","Surface Laptop 2 13.5""",sflap1blue-00.jpg,sflap1blue-00.jpg,sflap1blue-00.jpg,sflap1blue-00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Microsoft",base,"Surface Laptop 2 13.5""",Taxable Goods,"Catalog, Search",958.78,sflap1blue-00.,"Surface Laptop 2 13.5""",35
MSI Modern 14 B11,MSI Modern 14 B11,modern14-b11-bluestone-0.jpg,modern14-b11-bluestone-0.jpg,modern14-b11-bluestone-0.jpg,modern14-b11-bluestone-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI Modern 14 B11,Taxable Goods,"Catalog, Search",618.69,modern14-b11-bluestone-0.,MSI Modern 14 B11,47
Acer TravelMate B3,Acer TravelMate B3,acer-travelmate-b-tmb311-31-thinkpro.jpg,acer-travelmate-b-tmb311-31-thinkpro.jpg,acer-travelmate-b-tmb311-31-thinkpro.jpg,acer-travelmate-b-tmb311-31-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Acer",base,Acer TravelMate B3,Taxable Goods,"Catalog, Search",435.57,acer-travelmate-b-tmb311-31-thinkpro.,Acer TravelMate B3,23
New Razer Blade 15 Base Edition,New Razer Blade 15 Base Edition,Blade15_Base_2020_00.jpg,Blade15_Base_2020_00.jpg,Blade15_Base_2020_00.jpg,Blade15_Base_2020_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,New Razer Blade 15 Base Edition,Taxable Goods,"Catalog, Search",2179.59,Blade15_Base_2020_00.,New Razer Blade 15 Base Edition,38
Laptop Hp 340s G7,Laptop Hp 340s G7,hp-340s-g7-thinkpro-thumbnail.jpg,hp-340s-g7-thinkpro-thumbnail.jpg,hp-340s-g7-thinkpro-thumbnail.jpg,hp-340s-g7-thinkpro-thumbnail.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,Laptop Hp 340s G7,Taxable Goods,"Catalog, Search",518.41,hp-340s-g7-thinkpro-thumbnail.,Laptop Hp 340s G7,35
Lenovo Ideapad 1 (Chính hãng),Lenovo Ideapad 1 (Chính hãng),ideapad-1-11igl05-ct1-05-thinkpro-1.jpg,ideapad-1-11igl05-ct1-05-thinkpro-1.jpg,ideapad-1-11igl05-ct1-05-thinkpro-1.jpg,ideapad-1-11igl05-ct1-05-thinkpro-1.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo Ideapad 1 (Chính hãng),Taxable Goods,"Catalog, Search",370.17,ideapad-1-11igl05-ct1-05-thinkpro-1.,Lenovo Ideapad 1 (Chính hãng),26
Dell Inspiron 15 3511,Dell Inspiron 15 3511,dell-inspiron-15-3511.jpg,dell-inspiron-15-3511.jpg,dell-inspiron-15-3511.jpg,dell-inspiron-15-3511.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Dell",base,Dell Inspiron 15 3511,Taxable Goods,"Catalog, Search",609.97,dell-inspiron-15-3511.,Dell Inspiron 15 3511,20
LG Gram 16'' 2021,LG Gram 16'' 2021,gram16-21-white-0.jpg,gram16-21-white-0.jpg,gram16-21-white-0.jpg,gram16-21-white-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/LG",base,LG Gram 16'' 2021,Taxable Goods,"Catalog, Search",1739.66,gram16-21-white-0.,LG Gram 16'' 2021,23
Surface Laptop Go,Surface Laptop Go,laptopgo_sand_00.jpg,laptopgo_sand_00.jpg,laptopgo_sand_00.jpg,laptopgo_sand_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Microsoft",base,Surface Laptop Go,Taxable Goods,"Catalog, Search",893.37,laptopgo_sand_00.,Surface Laptop Go,23
MSI Modern 14 B5M (AMD Ryzen 5000),MSI Modern 14 B5M (AMD Ryzen 5000),msi-nb-modern14b-carbon-gray-thinkpro-1.jpg,msi-nb-modern14b-carbon-gray-thinkpro-1.jpg,msi-nb-modern14b-carbon-gray-thinkpro-1.jpg,msi-nb-modern14b-carbon-gray-thinkpro-1.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI Modern 14 B5M (AMD Ryzen 5000),Taxable Goods,"Catalog, Search",762.57,msi-nb-modern14b-carbon-gray-thinkpro-1.,MSI Modern 14 B5M (AMD Ryzen 5000),47
Acer Aspire 3 15 Intel (Chính hãng),Acer Aspire 3 15 Intel (Chính hãng),a315-56-black-0.jpg,a315-56-black-0.jpg,a315-56-black-0.jpg,a315-56-black-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Acer",base,Acer Aspire 3 15 Intel (Chính hãng),Taxable Goods,"Catalog, Search",522.77,a315-56-black-0.,Acer Aspire 3 15 Intel (Chính hãng),23
Razer Blade 14 AMD,Razer Blade 14 AMD,blade14amd-0.jpg,blade14amd-0.jpg,blade14amd-0.jpg,blade14amd-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,Razer Blade 14 AMD,Taxable Goods,"Catalog, Search",2266.79,blade14amd-0.,Razer Blade 14 AMD,47
HP Pavilion 14 x360 (Intel Gen 11),HP Pavilion 14 x360 (Intel Gen 11),pavi14x360g11-00.jpg,pavi14x360g11-00.jpg,pavi14x360g11-00.jpg,pavi14x360g11-00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,HP Pavilion 14 x360 (Intel Gen 11),Taxable Goods,"Catalog, Search",631.77,pavi14x360g11-00.,HP Pavilion 14 x360 (Intel Gen 11),38
Lenovo ThinkPad X1 Carbon Gen 5,Lenovo ThinkPad X1 Carbon Gen 5,x1carbon5thgen-black-0.jpg,x1carbon5thgen-black-0.jpg,x1carbon5thgen-black-0.jpg,x1carbon5thgen-black-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo ThinkPad X1 Carbon Gen 5,Taxable Goods,"Catalog, Search",631.77,x1carbon5thgen-black-0.,Lenovo ThinkPad X1 Carbon Gen 5,23
Dell Inspiron 15 3501,Dell Inspiron 15 3501,i3501-00.jpg,i3501-00.jpg,i3501-00.jpg,i3501-00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Dell",base,Dell Inspiron 15 3501,Taxable Goods,"Catalog, Search",653.57,i3501-00.,Dell Inspiron 15 3501,20
Asus Vivobook X515 (Chính Hãng),Asus Vivobook X515 (Chính Hãng),asus-vivobook-x515ma-br481t-thinkpro.jpg,asus-vivobook-x515ma-br481t-thinkpro.jpg,asus-vivobook-x515ma-br481t-thinkpro.jpg,asus-vivobook-x515ma-br481t-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Vivobook X515 (Chính Hãng),Taxable Goods,"Catalog, Search",348.37,asus-vivobook-x515ma-br481t-thinkpro.,Asus Vivobook X515 (Chính Hãng),23
LG Gram 17'' 2021,LG Gram 17'' 2021,gram17-21-silver-0.jpg,gram17-21-silver-0.jpg,gram17-21-silver-0.jpg,gram17-21-silver-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/LG",base,LG Gram 17'' 2021,Taxable Goods,"Catalog, Search",1957.66,gram17-21-silver-0.,LG Gram 17'' 2021,20
"Surface Laptop 3 13.5""","Surface Laptop 3 13.5""",surface-laptop-3-13jpg.jpg,surface-laptop-3-13jpg.jpg,surface-laptop-3-13jpg.jpg,surface-laptop-3-13jpg.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Microsoft",base,"Surface Laptop 3 13.5""",Taxable Goods,"Catalog, Search",958.78,surface-laptop-3-13jpg.,"Surface Laptop 3 13.5""",32
MSI Modern 15 AMD A5M 2021,MSI Modern 15 AMD A5M 2021,msi-modern-15-a5m-thinkpro.jpg,msi-modern-15-a5m-thinkpro.jpg,msi-modern-15-a5m-thinkpro.jpg,msi-modern-15-a5m-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI Modern 15 AMD A5M 2021,Taxable Goods,"Catalog, Search",784.37,msi-modern-15-a5m-thinkpro.,MSI Modern 15 AMD A5M 2021,23
Acer Aspire 3 15 Intel gen 11 (Chính hãng),Acer Aspire 3 15 Intel gen 11 (Chính hãng),acer-aspire-3-intel-gen11-a315-58-3939-thinkpro.jpg,acer-aspire-3-intel-gen11-a315-58-3939-thinkpro.jpg,acer-aspire-3-intel-gen11-a315-58-3939-thinkpro.jpg,acer-aspire-3-intel-gen11-a315-58-3939-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Acer",base,Acer Aspire 3 15 Intel gen 11 (Chính hãng),Taxable Goods,"Catalog, Search",566.37,acer-aspire-3-intel-gen11-a315-58-3939-thinkpro.,Acer Aspire 3 15 Intel gen 11 (Chính hãng),44
New Razer Blade Pro 17,New Razer Blade Pro 17,new-razer-blade-pro-17.jpg,new-razer-blade-pro-17.jpg,new-razer-blade-pro-17.jpg,new-razer-blade-pro-17.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,New Razer Blade Pro 17,Taxable Goods,"Catalog, Search",2746.4,new-razer-blade-pro-17.,New Razer Blade Pro 17,44
HP 14s (Nhập khẩu),HP 14s (Nhập khẩu),hp-14s-intel-gen-10.jpg,hp-14s-intel-gen-10.jpg,hp-14s-intel-gen-10.jpg,hp-14s-intel-gen-10.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,HP 14s (Nhập khẩu),Taxable Goods,"Catalog, Search",653.57,hp-14s-intel-gen-10.,HP 14s (Nhập khẩu),26
Lenovo Ideapad 3 15 (Intel),Lenovo Ideapad 3 15 (Intel),lenovo-ideapad-3-15-touch.jpg,lenovo-ideapad-3-15-touch.jpg,lenovo-ideapad-3-15-touch.jpg,lenovo-ideapad-3-15-touch.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo Ideapad 3 15 (Intel),Taxable Goods,"Catalog, Search",544.57,lenovo-ideapad-3-15-touch.,Lenovo Ideapad 3 15 (Intel),44
Dell Inspiron 15 3505 (Chính hãng),Dell Inspiron 15 3505 (Chính hãng),dell-inspiron-3505-chinh-hang-y1n1t2-thinkpro.jpg,dell-inspiron-3505-chinh-hang-y1n1t2-thinkpro.jpg,dell-inspiron-3505-chinh-hang-y1n1t2-thinkpro.jpg,dell-inspiron-3505-chinh-hang-y1n1t2-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Dell",base,Dell Inspiron 15 3505 (Chính hãng),Taxable Goods,"Catalog, Search",653.57,dell-inspiron-3505-chinh-hang-y1n1t2-thinkpro.,Dell Inspiron 15 3505 (Chính hãng),41
Asus Vivobook EM210MA,Asus Vivobook EM210MA,asus-vivobook-em210ma-gj353t-thinkpro.jpg,asus-vivobook-em210ma-gj353t-thinkpro.jpg,asus-vivobook-em210ma-gj353t-thinkpro.jpg,asus-vivobook-em210ma-gj353t-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Vivobook EM210MA,Taxable Goods,"Catalog, Search",361.45,asus-vivobook-em210ma-gj353t-thinkpro.,Asus Vivobook EM210MA,26
Microsoft Surface Pro 7,Microsoft Surface Pro 7,Surface-Pro-7.jpg,Surface-Pro-7.jpg,Surface-Pro-7.jpg,Surface-Pro-7.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Microsoft",base,Microsoft Surface Pro 7,Taxable Goods,"Catalog, Search",1002.38,Surface-Pro-7.,Microsoft Surface Pro 7,26
MSI Modern 15 A11,MSI Modern 15 A11,msi_modern15cg_00.jpg,msi_modern15cg_00.jpg,msi_modern15cg_00.jpg,msi_modern15cg_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI Modern 15 A11,Taxable Goods,"Catalog, Search",827.97,msi_modern15cg_00.,MSI Modern 15 A11,29
Acer Aspire 5 15 (Chính hãng),Acer Aspire 5 15 (Chính hãng),aspire515_00.jpg,aspire515_00.jpg,aspire515_00.jpg,aspire515_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Acer",base,Acer Aspire 5 15 (Chính hãng),Taxable Goods,"Catalog, Search",766.93,aspire515_00.,Acer Aspire 5 15 (Chính hãng),44
Razer Blade 15 Advanced (Intel Gen 11),Razer Blade 15 Advanced (Intel Gen 11),bladea21-00.jpg,bladea21-00.jpg,bladea21-00.jpg,bladea21-00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,Razer Blade 15 Advanced (Intel Gen 11),Taxable Goods,"Catalog, Search",2920.8,bladea21-00.,Razer Blade 15 Advanced (Intel Gen 11),47
HP ProBook 455 G7 (Chính hãng),HP ProBook 455 G7 (Chính hãng),probook450G7_00.jpg,probook450G7_00.jpg,probook450G7_00.jpg,probook450G7_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,HP ProBook 455 G7 (Chính hãng),Taxable Goods,"Catalog, Search",718.97,probook450G7_00.,HP ProBook 455 G7 (Chính hãng),29
Lenovo Ideapad 3 15 (AMD),Lenovo Ideapad 3 15 (AMD),lenovo-ideapad-5-15-amd.jpg,lenovo-ideapad-5-15-amd.jpg,lenovo-ideapad-5-15-amd.jpg,lenovo-ideapad-5-15-amd.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo Ideapad 3 15 (AMD),Taxable Goods,"Catalog, Search",566.37,lenovo-ideapad-5-15-amd.,Lenovo Ideapad 3 15 (AMD),29
Dell Inspiron 15 3501 (Chính hãng),Dell Inspiron 15 3501 (Chính hãng),I3501_00.png,I3501_00.png,I3501_00.png,I3501_00.png,,Default,simple,"Root,Root/Laptop,Root/Laptop/Dell",base,Dell Inspiron 15 3501 (Chính hãng),Taxable Goods,"Catalog, Search",662.29,I3501_00.,Dell Inspiron 15 3501 (Chính hãng),38
Asus Ultra Thin 15 (LM510MA),Asus Ultra Thin 15 (LM510MA),asus-ultra-thin-15.jpg,asus-ultra-thin-15.jpg,asus-ultra-thin-15.jpg,asus-ultra-thin-15.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Ultra Thin 15 (LM510MA),Taxable Goods,"Catalog, Search",348.37,asus-ultra-thin-15.,Asus Ultra Thin 15 (LM510MA),32
"Surface Laptop 4 13.5"" AMD","Surface Laptop 4 13.5"" AMD",lap413-platinum-0.jpg,lap413-platinum-0.jpg,lap413-platinum-0.jpg,lap413-platinum-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Microsoft",base,"Surface Laptop 4 13.5"" AMD",Taxable Goods,"Catalog, Search",1045.98,lap413-platinum-0.,"Surface Laptop 4 13.5"" AMD",44
MSI Modern 14 B10,MSI Modern 14 B10,msi_modern14_b10_00.jpg,msi_modern14_b10_00.jpg,msi_modern14_b10_00.jpg,msi_modern14_b10_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI Modern 14 B10,Taxable Goods,"Catalog, Search",871.57,msi_modern14_b10_00.,MSI Modern 14 B10,26
Acer Aspire 5 14 (Chính hãng),Acer Aspire 5 14 (Chính hãng),thumbnail-lord.jpg,thumbnail-lord.jpg,thumbnail-lord.jpg,thumbnail-lord.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Acer",base,Acer Aspire 5 14 (Chính hãng),Taxable Goods,"Catalog, Search",806.17,thumbnail-lord.,Acer Aspire 5 14 (Chính hãng),44
New Razer Blade 15 Advanced Edition,New Razer Blade 15 Advanced Edition,Razer-Blade-15-Advanced.jpg,Razer-Blade-15-Advanced.jpg,Razer-Blade-15-Advanced.jpg,Razer-Blade-15-Advanced.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Razer",base,New Razer Blade 15 Advanced Edition,Taxable Goods,"Catalog, Search",3051.6,Razer-Blade-15-Advanced.,New Razer Blade 15 Advanced Edition,32
HP 240 G8 Intel gen 11 (Chính hãng),HP 240 G8 Intel gen 11 (Chính hãng),hp-240g8-518v5pa-thinkpro.jpg,hp-240g8-518v5pa-thinkpro.jpg,hp-240g8-518v5pa-thinkpro.jpg,hp-240g8-518v5pa-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,HP 240 G8 Intel gen 11 (Chính hãng),Taxable Goods,"Catalog, Search",718.97,hp-240g8-518v5pa-thinkpro.,HP 240 G8 Intel gen 11 (Chính hãng),29
Lenovo IdeaPad 3 14 (Intel Gen 11),Lenovo IdeaPad 3 14 (Intel Gen 11),ideapad314g6-arcticgrey-0.jpg,ideapad314g6-arcticgrey-0.jpg,ideapad314g6-arcticgrey-0.jpg,ideapad314g6-arcticgrey-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo IdeaPad 3 14 (Intel Gen 11),Taxable Goods,"Catalog, Search",609.97,ideapad314g6-arcticgrey-0.,Lenovo IdeaPad 3 14 (Intel Gen 11),32
